,nav,cash,SZ000877_P,SH600704_P,SZ000850_P,SH600231_P,SH600682_P,SH600830_P,SZ002083_P,SH600410_P,SZ002311_P,SZ000417_P,SZ002327_P,SZ000926_P,SH601566_P,SH600864_P,SZ000823_P,SZ000563_P,SH600496_P,SH600616_P,SH600803_P,SZ002430_P,SH601801_P,SH600195_P,SZ002161_P,SH600780_P,SH601002_P,SZ000712_P,SH600433_P,SH600110_P,SH600993_P,SH603005_P,SZ002238_P,SH600392_P,SH601519_P,SZ002672_P,SZ002022_P,SH600580_P,SZ000848_P,SZ000852_P,SH601999_P,SZ300267_P,SZ002179_P,SH600851_P,SZ000735_P,SH600416_P,SH600517_P,SZ002223_P,SH600062_P,SZ002064_P,SH600300_P,SZ002233_P,SZ002203_P,SZ002267_P,SZ300257_P,SH603806_P,SH600831_P,SZ000726_P,SH600682_A,SH600667_A,SZ000712_A,SH600110_A,SH600855_A,SH600160_A,SH600580_A,SZ002064_A,SZ000877_A,SH600703_A,SH600322_A,SZ000617_A,SH600192_A,SZ000522_A,SH600609_A,SZ002238_A,SZ002008_A,SH601002_A,SH600278_A,SH600063_A,SZ000850_A,SZ002106_A,SH600736_A,SZ000726_A,SH600416_A,SH600693_A,SH600227_A,SH600724_A,SZ002083_A,SH600410_A,SH600189_A,SZ000417_A,SH600704_A,SZ002097_A,SH600864_A,SZ000599_A,SH600231_A,SH600830_A,SH600230_A,SZ002179_A,SZ002053_A,SZ000563_A,SZ000429_A,SZ000050_A,SZ002018_A,SH600163_A,SH600420_A,SH600993_A,SH600780_A,SZ000837_A,SZ000301_A,SH600616_A,SZ000581_A,SZ002311_A,SH600328_A,SZ000823_A,SZ000159_A,SZ000936_A,SH600961_A,SH601999_A,SZ002430_A,SZ000830_A,SH600033_A,SZ000848_A,SZ002161_A,SZ000926_A,SH600300_A,SH601519_A,SZ002233_A,SZ000852_A,SZ002305_A,SH600851_A,SH600517_A,SH600496_A,SZ002327_A,SH600831_A,SH601801_A,SZ000917_A,SH600195_A,SZ002267_A,SZ002223_A,SH600392_A,SH601566_A,SZ002574_A,SH600803_A,SH603005_A,SH600433_A,SZ300115_A,SZ300267_A,SH600062_A,SZ002022_A,SZ000735_A,SZ002203_A,SZ002672_A,SZ300122_A,SH603806_A,SH603567_A,SZ300257_A,SH603699_A,SZ000401_A,SZ002261_A,SZ300113_A,SH600633_A,SZ300088_A,SZ002268_A,SH600978_A
2013-12-05,769100.2078829369,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-06,773078.7519722495,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-09,773342.2040407719,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-10,773114.7810534233,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-11,768490.1907518196,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-12,771727.8045216936,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,1.0,0.0,,,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-13,764628.9984908011,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.5194915533065796,,0.0,0.0,,0.0,0.0,0.0,,0.4805084466934204,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-16,749308.0637408459,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-17,746336.9519527755,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.08145073056221008,,0.0,,0.0,,0.0,,,,0.2971716523170471,0.0,,,0.0,,,,0.6213775873184204,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-18,750704.203871583,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-19,750086.7936912617,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-20,756936.2577337075,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-23,753670.3939713136,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-24,750862.0151779649,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-25,750257.0036226468,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-26,735110.5093670798,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-27,743115.6459983046,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-30,740982.4977745512,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,744355.2053354064,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-02,745638.1057676963,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,739103.1847906096,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,
2014-01-06,720044.1641109874,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,1.0,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2014-01-07,724429.6832876706,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,,0.7194111347198486,0.0,,0.0,0.0,0.0,,,,0.15559706091880798,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12499181926250458,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
